phrase,site,timestamp,frequency
phrase_223,site_48,2008-11-09 07:13:07,60
phrase_153,site_91,2008-09-23 05:51:10,44
phrase_88,site_126,2008-10-18 03:09:23,12
phrase_216,site_29,2008-12-13 16:08:27,44
phrase_26,site_57,2008-11-03 00:04:52,92
phrase_65,site_160,2008-09-28 11:28:42,93
phrase_350,site_102,2008-12-26 10:17:37,55
phrase_89,site_21,2008-09-13 23:06:58,17
phrase_56,site_200,2008-10-17 05:23:46,55
phrase_8,site_44,2008-09-13 17:55:40,62
phrase_263,site_106,2008-10-22 12:48:14,96
phrase_20,site_123,2008-10-27 00:45:00,9
phrase_217,site_178,2008-09-21 11:42:43,24
phrase_453,site_37,2008-09-15 19:03:13,41
phrase_214,site_152,2008-12-10 09:29:17,13
phrase_32,site_141,2008-11-25 12:52:47,13
phrase_353,site_132,2008-12-26 21:02:54,68
phrase_331,site_183,2008-10-25 03:46:29,30
phrase_99,site_165,2008-09-30 01:35:21,91
phrase_395,site_47,2008-09-19 06:34:21,52
phrase_234,site_142,2008-09-17 08:38:11,59
phrase_359,site_93,2008-11-08 10:55:52,86
phrase_418,site_129,2008-11-27 19:33:06,29
phrase_242,site_12,2008-11-09 08:43:19,53
phrase_433,site_98,2008-09-17 03:31:00,47
phrase_449,site_12,2008-11-15 14:58:33,84
phrase_194,site_80,2008-11-21 23:44:44,99
phrase_319,site_109,2008-12-15 03:08:04,84
phrase_497,site_58,2008-09-15 16:46:48,4
phrase_256,site_8,2008-11-12 04:36:03,92
phrase_332,site_197,2008-11-12 20:00:48,75
phrase_426,site_127,2008-12-25 05:17:44,94
phrase_191,site_9,2008-12-15 12:26:22,41
phrase_42,site_155,2008-10-23 06:35:19,87
phrase_490,site_164,2008-10-30 06:22:14,76
phrase_334,site_5,2008-10-30 02:52:16,22
phrase_218,site_58,2008-12-18 02:05:56,14
phrase_30,site_50,2008-12-18 00:24:50,80
phrase_266,site_41,2008-10-18 21:17:08,36
phrase_163,site_80,2008-12-21 06:31:50,12
phrase_35,site_44,2008-09-07 07:13:07,47
phrase_328,site_78,2008-12-13 02:41:14,66
phrase_195,site_87,2008-12-14 04:48:37,9
phrase_293,site_3,2008-09-23 14:02:24,36
phrase_71,site_85,2008-12-19 01:05:47,48
phrase_306,site_6,2008-12-01 19:51:17,52
phrase_70,site_108,2008-12-07 22:50:00,25
phrase_214,site_33,2008-12-16 06:48:34,23
phrase_100,site_88,2008-10-02 07:47:51,41
phrase_140,site_95,2008-11-08 09:26:50,8
phrase_52,site_196,2008-09-02 00:09:15,73
phrase_32,site_51,2008-12-18 10:09:34,60
phrase_293,site_197,2008-12-22 23:53:47,76
phrase_187,site_93,2008-10-11 13:39:19,70
phrase_6,site_180,2008-12-18 17:08:19,8
phrase_109,site_39,2008-09-22 10:31:32,23
phrase_331,site_146,2008-09-04 02:26:11,17
phrase_362,site_58,2008-12-09 05:21:04,22
phrase_242,site_16,2008-12-01 14:14:30,96
phrase_11,site_54,2008-10-18 16:57:09,59
phrase_102,site_175,2008-10-23 09:16:54,84
phrase_300,site_16,2008-12-22 14:58:44,45
phrase_417,site_142,2008-12-13 07:14:51,60
phrase_445,site_52,2008-09-06 18:14:13,8
phrase_324,site_125,2008-10-16 15:14:34,28
phrase_428,site_169,2008-09-29 05:53:07,52
phrase_340,site_197,2008-09-22 11:00:13,61
phrase_61,site_117,2008-12-02 13:35:28,21
phrase_444,site_122,2008-09-19 10:32:34,43
phrase_394,site_156,2008-12-21 19:12:31,83
phrase_284,site_141,2008-10-10 00:44:13,70
phrase_371,site_194,2008-09-24 08:49:47,36
phrase_14,site_35,2008-09-02 13:04:02,66
phrase_425,site_66,2008-10-02 09:58:47,66
phrase_471,site_18,2008-12-05 11:27:55,2
phrase_157,site_195,2008-11-23 18:36:28,34
phrase_78,site_25,2008-11-25 09:32:35,37
phrase_286,site_50,2008-10-24 08:32:44,45
phrase_416,site_11,2008-11-20 01:20:34,63
phrase_416,site_131,2008-11-16 04:48:03,54
phrase_367,site_23,2008-09-16 10:17:14,85
phrase_252,site_24,2008-11-11 23:58:02,81
phrase_294,site_141,2008-12-18 06:55:26,37
phrase_227,site_76,2008-12-09 10:13:25,78
phrase_333,site_119,2008-12-08 20:44:19,30
phrase_66,site_151,2008-10-09 02:53:21,22
phrase_40,site_191,2008-10-22 07:52:39,15
phrase_384,site_45,2008-12-12 06:37:19,59
phrase_291,site_53,2008-10-20 10:47:51,74
phrase_436,site_7,2008-10-03 07:26:05,15
phrase_44,site_90,2008-11-08 23:13:19,63
phrase_6,site_50,2008-09-14 06:21:49,29
phrase_407,site_191,2008-09-17 01:56:55,70
phrase_285,site_18,2008-09-10 15:44:38,33
phrase_14,site_119,2008-10-26 23:57:27,85
phrase_73,site_107,2008-09-26 02:51:28,49
phrase_60,site_110,2008-09-02 18:48:56,96
phrase_253,site_119,2008-11-14 05:38:14,99
phrase_435,site_84,2008-12-04 02:36:09,82
phrase_136,site_18,2008-12-08 08:30:59,61
phrase_346,site_92,2008-12-13 15:48:30,37
phrase_20,site_180,2008-11-24 13:58:54,44
phrase_273,site_25,2008-11-26 00:00:11,29
phrase_309,site_132,2008-12-23 20:40:15,86
phrase_96,site_105,2008-12-21 02:08:58,23
phrase_191,site_91,2008-11-22 10:55:22,56
phrase_30,site_14,2008-11-22 02:31:07,42
phrase_194,site_10,2008-10-19 16:10:42,59
phrase_201,site_20,2008-11-24 19:11:36,10
phrase_326,site_178,2008-11-21 04:54:15,40
phrase_159,site_111,2008-12-17 21:51:39,49
phrase_393,site_148,2008-11-14 15:18:08,64
phrase_171,site_150,2008-09-22 09:09:25,2
phrase_356,site_56,2008-11-13 03:59:05,70
phrase_441,site_96,2008-12-17 08:44:46,83
phrase_398,site_21,2008-12-27 10:23:55,65
phrase_82,site_167,2008-10-24 06:14:59,42
phrase_424,site_76,2008-10-22 22:48:57,21
phrase_406,site_181,2008-09-15 08:51:05,74
phrase_273,site_151,2008-10-14 18:56:34,39
phrase_45,site_50,2008-11-16 17:33:25,69
phrase_63,site_153,2008-11-09 12:08:13,35
phrase_296,site_107,2008-09-26 14:40:28,2
phrase_48,site_76,2008-11-10 17:32:58,53
phrase_379,site_22,2008-10-13 11:27:50,53
phrase_83,site_177,2008-11-24 14:40:57,37
phrase_297,site_148,2008-10-31 04:48:16,57
phrase_201,site_12,2008-09-15 10:51:48,14
phrase_308,site_84,2008-09-14 17:48:03,51
phrase_304,site_13,2008-12-01 02:21:12,26
phrase_194,site_165,2008-11-06 03:09:28,36
phrase_154,site_123,2008-12-08 23:08:00,99
phrase_114,site_20,2008-11-30 06:35:11,37
phrase_203,site_160,2008-11-18 05:01:57,12
phrase_410,site_135,2008-12-24 05:55:57,18
phrase_142,site_158,2008-11-04 13:05:32,38
phrase_446,site_156,2008-09-05 02:43:49,76
phrase_100,site_173,2008-09-07 13:54:35,88
phrase_54,site_62,2008-10-01 08:26:38,16
phrase_272,site_33,2008-11-05 11:26:28,25
phrase_257,site_185,2008-12-02 21:08:30,45
phrase_254,site_197,2008-10-29 07:22:01,85
phrase_34,site_24,2008-11-26 09:29:39,64
phrase_16,site_58,2008-12-13 13:47:50,96
phrase_97,site_59,2008-12-09 14:04:12,41
phrase_423,site_183,2008-11-29 21:15:22,81
phrase_159,site_71,2008-10-06 10:37:51,49
phrase_495,site_103,2008-12-04 15:52:00,98
phrase_131,site_86,2008-10-17 04:34:46,61
phrase_306,site_18,2008-11-19 04:29:16,4
phrase_182,site_96,2008-11-16 00:25:30,99
phrase_385,site_194,2008-09-15 00:18:14,14
phrase_463,site_47,2008-09-06 12:17:43,84
phrase_448,site_39,2008-12-30 21:36:33,78
phrase_173,site_75,2008-10-22 05:27:08,90
phrase_391,site_62,2008-10-11 00:37:42,13
phrase_44,site_111,2008-11-28 03:48:23,90
phrase_198,site_64,2008-09-09 13:46:21,54
phrase_194,site_168,2008-11-14 20:10:38,29
phrase_431,site_141,2008-11-27 22:40:37,44
phrase_138,site_120,2008-10-12 12:51:49,43
phrase_307,site_192,2008-12-12 16:39:22,35
phrase_295,site_132,2008-10-13 10:03:14,47
phrase_459,site_200,2008-09-16 06:37:28,33
phrase_196,site_104,2008-11-29 11:47:29,40
phrase_141,site_69,2008-09-08 00:10:09,68
phrase_209,site_69,2008-10-04 02:05:58,73
phrase_368,site_50,2008-09-04 15:17:38,4
phrase_167,site_50,2008-11-23 20:00:19,42
phrase_23,site_7,2008-10-28 05:12:55,35
phrase_119,site_171,2008-11-20 18:14:52,22
phrase_244,site_57,2008-10-04 14:57:14,57
phrase_499,site_3,2008-10-29 11:11:35,69
phrase_414,site_46,2008-11-22 21:45:19,6
phrase_384,site_57,2008-09-19 14:34:38,21
phrase_389,site_32,2008-11-16 21:01:09,22
phrase_78,site_154,2008-10-27 03:32:35,42
phrase_272,site_155,2008-09-30 03:34:36,85
phrase_282,site_16,2008-12-19 04:12:47,47
phrase_294,site_63,2008-12-23 21:03:41,78
phrase_296,site_50,2008-10-09 17:13:22,95
phrase_213,site_4,2008-11-08 06:56:34,44
phrase_198,site_7,2008-12-23 06:54:47,52
phrase_438,site_111,2008-12-29 04:09:07,11
phrase_442,site_185,2008-10-24 13:04:38,17
phrase_302,site_82,2008-11-10 03:13:14,5
phrase_496,site_28,2008-11-08 15:03:16,26
phrase_294,site_134,2008-10-14 19:02:44,55
phrase_90,site_111,2008-12-12 04:15:34,7
phrase_140,site_17,2008-09-27 18:07:54,63
phrase_312,site_157,2008-12-13 14:25:00,13
phrase_387,site_168,2008-09-22 04:27:24,17
phrase_285,site_77,2008-12-02 20:50:18,94
phrase_486,site_149,2008-12-05 01:06:10,99
phrase_188,site_109,2008-11-22 07:56:29,83
phrase_150,site_108,2008-09-15 19:35:24,8
phrase_108,site_22,2008-09-27 19:14:32,29
phrase_191,site_16,2008-10-06 11:03:34,36
phrase_343,site_125,2008-11-13 16:01:58,74
phrase_427,site_179,2008-12-26 11:42:04,6
phrase_429,site_142,2008-11-25 03:31:49,25
phrase_331,site_135,2008-12-06 12:13:25,56
phrase_185,site_148,2008-10-15 10:45:50,77
phrase_365,site_38,2008-11-14 22:23:08,96
phrase_188,site_40,2008-09-21 17:30:44,32
phrase_221,site_32,2008-09-12 01:13:13,50
phrase_168,site_79,2008-11-06 06:38:43,78
phrase_392,site_158,2008-10-31 10:47:30,22
phrase_433,site_40,2008-10-10 14:09:16,58
phrase_323,site_82,2008-09-26 17:32:20,48
phrase_383,site_194,2008-10-23 21:54:16,64
phrase_357,site_196,2008-11-09 10:15:57,15
phrase_286,site_8,2008-09-10 06:32:19,40
phrase_260,site_35,2008-11-19 15:16:59,71
phrase_471,site_11,2008-09-05 08:01:15,83
phrase_332,site_122,2008-09-18 10:14:39,50
phrase_77,site_176,2008-09-19 17:15:22,42
phrase_130,site_162,2008-10-13 12:53:26,64
phrase_13,site_85,2008-09-05 21:49:44,40
phrase_88,site_137,2008-10-12 04:35:22,35
phrase_320,site_8,2008-10-26 09:41:32,53
phrase_80,site_75,2008-09-21 22:28:46,46
phrase_164,site_132,2008-11-11 12:20:16,22
phrase_11,site_157,2008-11-03 08:12:08,89
phrase_312,site_160,2008-12-21 05:24:26,28
phrase_488,site_156,2008-09-01 12:42:46,88
phrase_366,site_74,2008-09-07 16:42:45,93
phrase_115,site_86,2008-12-30 23:52:36,35
phrase_215,site_184,2008-09-25 04:40:11,5
phrase_245,site_20,2008-12-10 22:13:12,74
phrase_359,site_11,2008-12-17 17:09:05,22
phrase_114,site_77,2008-12-24 11:07:10,7
phrase_153,site_127,2008-11-05 17:16:18,67
phrase_489,site_28,2008-11-16 07:09:32,54
phrase_236,site_86,2008-09-08 21:12:56,47
phrase_439,site_17,2008-11-07 21:46:10,61
phrase_103,site_164,2008-10-12 00:51:42,11
phrase_275,site_52,2008-11-04 08:58:26,24
phrase_439,site_195,2008-11-12 06:54:04,59
phrase_352,site_62,2008-12-20 09:56:36,12
phrase_13,site_141,2008-11-05 07:00:00,66
phrase_80,site_168,2008-09-02 05:04:34,49
phrase_425,site_100,2008-09-30 00:45:06,1
phrase_318,site_68,2008-11-22 05:05:26,44
phrase_29,site_63,2008-12-17 00:32:18,73
phrase_75,site_42,2008-11-11 07:23:47,46
phrase_500,site_83,2008-11-18 06:08:57,99
phrase_76,site_10,2008-10-22 15:56:17,23
phrase_23,site_167,2008-12-20 09:33:03,34
phrase_247,site_180,2008-11-17 14:34:35,42
phrase_187,site_24,2008-09-04 14:49:43,12
phrase_1,site_130,2008-12-28 04:51:00,96
phrase_325,site_130,2008-11-17 04:04:40,1
phrase_53,site_166,2008-11-10 11:31:57,79
phrase_130,site_82,2008-09-15 19:29:51,20
phrase_219,site_9,2008-12-15 18:39:24,20
phrase_30,site_132,2008-11-06 05:05:32,49
phrase_480,site_170,2008-10-22 14:49:16,8
phrase_224,site_142,2008-10-13 22:48:50,94
phrase_176,site_37,2008-12-24 08:15:56,93
phrase_338,site_119,2008-10-28 12:01:36,96
phrase_323,site_51,2008-10-11 05:32:24,53
phrase_483,site_69,2008-12-03 02:26:41,51
phrase_173,site_163,2008-10-25 02:03:39,69
phrase_121,site_129,2008-12-17 17:26:34,27
phrase_415,site_55,2008-10-30 15:53:01,65
phrase_373,site_3,2008-10-31 08:05:59,34
phrase_368,site_28,2008-12-18 05:35:01,21
phrase_221,site_187,2008-12-18 03:22:37,54
phrase_156,site_174,2008-09-20 15:44:20,75
phrase_386,site_118,2008-10-26 00:06:36,62
phrase_419,site_18,2008-11-23 07:55:26,56
phrase_412,site_8,2008-12-26 08:00:43,34
phrase_347,site_162,2008-10-03 14:49:49,76
phrase_255,site_133,2008-11-10 06:56:45,70
phrase_448,site_164,2008-11-21 17:59:08,61
phrase_224,site_156,2008-09-10 20:10:01,27
phrase_395,site_153,2008-10-10 05:39:26,86
phrase_453,site_103,2008-09-09 03:34:00,93
phrase_388,site_152,2008-12-27 19:00:20,20
phrase_250,site_174,2008-11-14 19:10:02,59
phrase_10,site_77,2008-10-20 21:54:10,95
phrase_262,site_35,2008-10-29 10:22:30,10
phrase_134,site_165,2008-10-26 19:47:48,29
phrase_193,site_9,2008-09-11 23:50:53,52
phrase_214,site_153,2008-12-03 01:46:01,32
phrase_64,site_175,2008-09-17 04:33:59,19
phrase_274,site_180,2008-12-03 11:58:06,68
phrase_405,site_189,2008-09-02 17:51:23,11
phrase_429,site_55,2008-12-03 15:52:17,42
phrase_351,site_106,2008-12-05 17:00:48,90
phrase_319,site_153,2008-10-03 07:08:04,15
phrase_262,site_105,2008-12-06 20:17:04,2
phrase_154,site_104,2008-09-25 17:10:51,41
phrase_365,site_81,2008-09-25 02:27:12,19
phrase_392,site_114,2008-12-27 14:15:24,23
phrase_145,site_186,2008-10-26 19:00:24,65
phrase_62,site_119,2008-11-13 17:44:15,71
phrase_237,site_26,2008-09-03 23:22:11,36
phrase_35,site_186,2008-12-28 22:09:50,26
phrase_165,site_61,2008-11-02 10:14:52,32
phrase_53,site_21,2008-09-11 00:29:49,91
phrase_9,site_58,2008-09-20 02:40:27,90
phrase_390,site_190,2008-09-08 00:12:57,90
phrase_305,site_22,2008-11-11 13:34:54,20
phrase_199,site_77,2008-11-15 23:05:36,95
phrase_498,site_200,2008-10-16 02:06:06,7
phrase_96,site_56,2008-10-26 22:48:04,22
phrase_152,site_75,2008-12-30 02:57:02,86
phrase_372,site_27,2008-10-03 03:17:18,10
phrase_329,site_59,2008-09-17 06:51:28,63
phrase_267,site_54,2008-09-28 00:55:13,68
phrase_68,site_142,2008-10-02 17:09:36,6
phrase_76,site_172,2008-09-11 18:04:50,29
phrase_289,site_142,2008-11-02 10:50:30,90
phrase_325,site_163,2008-10-25 18:53:11,64
phrase_322,site_182,2008-11-18 12:15:52,86
phrase_400,site_54,2008-10-16 20:57:34,40
phrase_445,site_179,2008-09-05 13:04:50,45
phrase_181,site_50,2008-11-16 09:16:55,25
phrase_425,site_102,2008-12-05 02:33:52,74
phrase_377,site_69,2008-10-24 03:04:48,78
phrase_116,site_178,2008-09-02 12:43:29,72
phrase_109,site_50,2008-12-26 18:22:21,1
phrase_190,site_31,2008-10-12 06:35:58,99
phrase_296,site_191,2008-10-12 23:10:39,63
phrase_218,site_16,2008-11-14 06:35:07,2
phrase_72,site_10,2008-09-07 08:39:21,35
phrase_230,site_136,2008-10-17 19:18:18,74
phrase_50,site_11,2008-09-03 11:17:13,68
phrase_473,site_137,2008-10-28 10:55:24,52
phrase_198,site_114,2008-12-11 03:30:29,81
phrase_381,site_197,2008-11-19 22:21:16,65
phrase_130,site_95,2008-12-22 11:42:40,61
phrase_18,site_40,2008-11-11 20:28:52,69
phrase_1,site_161,2008-09-07 03:55:30,1
phrase_22,site_63,2008-09-29 19:54:46,97
phrase_28,site_72,2008-09-03 01:52:35,7
phrase_126,site_83,2008-12-07 21:14:24,4
phrase_24,site_111,2008-10-12 03:36:16,48
phrase_117,site_151,2008-11-27 20:26:17,35
phrase_477,site_27,2008-09-12 08:08:20,64
phrase_76,site_20,2008-10-14 04:44:54,92
phrase_374,site_19,2008-11-21 19:29:15,33
phrase_425,site_142,2008-09-04 14:10:24,28
phrase_335,site_199,2008-11-16 17:00:19,21
phrase_455,site_71,2008-10-10 23:11:40,52
phrase_118,site_12,2008-11-01 03:19:17,34
phrase_14,site_87,2008-10-30 03:38:49,13
phrase_335,site_173,2008-10-23 13:58:33,55
phrase_99,site_125,2008-12-28 22:17:33,14
phrase_230,site_74,2008-11-24 00:47:30,22
phrase_77,site_170,2008-11-14 11:44:44,64
phrase_109,site_185,2008-10-05 19:02:33,75
phrase_468,site_86,2008-11-16 18:19:19,11
phrase_37,site_121,2008-11-20 23:33:49,26
phrase_490,site_187,2008-12-22 11:23:42,79
phrase_454,site_79,2008-10-08 06:47:30,71
phrase_136,site_65,2008-11-23 06:31:55,68
phrase_16,site_24,2008-11-09 14:57:40,91
phrase_457,site_122,2008-11-25 04:02:36,94
phrase_275,site_188,2008-10-31 16:14:49,12
phrase_184,site_98,2008-09-20 03:48:40,4
phrase_353,site_76,2008-10-23 13:53:10,76
phrase_475,site_15,2008-11-16 17:58:20,81
phrase_355,site_73,2008-09-17 11:37:34,34
phrase_362,site_200,2008-11-26 11:23:16,49
phrase_364,site_126,2008-09-01 23:48:54,24
phrase_176,site_150,2008-10-09 00:14:44,75
phrase_327,site_163,2008-12-17 21:54:01,26
phrase_193,site_86,2008-11-19 23:50:18,99
phrase_290,site_152,2008-10-25 19:21:23,16
phrase_227,site_93,2008-10-30 22:01:18,1
phrase_103,site_68,2008-11-21 01:28:21,28
phrase_215,site_200,2008-09-29 13:09:26,38
phrase_301,site_146,2008-12-23 04:23:46,48
phrase_238,site_59,2008-11-14 08:51:09,87
phrase_386,site_35,2008-12-09 02:39:28,49
phrase_63,site_94,2008-11-05 01:51:01,95
phrase_483,site_147,2008-11-30 14:22:33,66
phrase_117,site_33,2008-12-13 18:49:32,16
phrase_230,site_63,2008-12-10 09:23:34,36
phrase_67,site_6,2008-10-11 09:03:42,92
phrase_118,site_70,2008-09-08 12:45:10,53
phrase_452,site_150,2008-10-29 23:19:41,34
phrase_264,site_74,2008-10-30 11:42:05,86
phrase_299,site_120,2008-11-18 13:02:01,67
phrase_102,site_58,2008-12-06 14:05:54,51
phrase_178,site_9,2008-12-24 12:47:53,56
phrase_175,site_150,2008-10-30 06:19:36,51
phrase_12,site_187,2008-10-02 02:11:41,27
phrase_67,site_78,2008-12-01 08:51:37,81
phrase_340,site_47,2008-11-09 15:05:40,30
phrase_274,site_134,2008-09-07 22:03:09,61
phrase_273,site_49,2008-12-09 13:34:18,87
phrase_63,site_29,2008-12-29 00:40:23,85
phrase_468,site_191,2008-09-07 02:43:24,1
phrase_475,site_179,2008-10-08 07:39:05,3
phrase_171,site_103,2008-09-12 22:40:25,75
phrase_78,site_134,2008-12-26 19:00:11,91
phrase_439,site_146,2008-12-25 08:06:56,21
phrase_201,site_125,2008-11-10 00:43:22,49
phrase_213,site_129,2008-09-22 04:36:34,7
phrase_315,site_190,2008-12-03 13:09:06,42
phrase_40,site_53,2008-11-12 03:43:22,100
phrase_477,site_146,2008-09-20 08:11:01,62
phrase_325,site_182,2008-12-07 07:20:22,4
phrase_339,site_36,2008-12-19 04:45:40,44
phrase_284,site_172,2008-10-25 22:54:35,49
phrase_55,site_13,2008-10-11 11:59:16,49
phrase_466,site_179,2008-09-04 02:16:26,55
phrase_41,site_69,2008-11-04 12:01:15,10
phrase_175,site_171,2008-10-22 17:02:40,95
phrase_495,site_167,2008-10-29 20:32:56,47
phrase_452,site_15,2008-12-05 00:17:41,95
phrase_232,site_67,2008-11-03 20:22:41,54
phrase_172,site_80,2008-09-28 10:47:48,9
phrase_225,site_89,2008-11-11 00:32:18,71
phrase_437,site_77,2008-11-23 23:11:10,26
phrase_211,site_145,2008-09-02 02:32:53,14
phrase_287,site_183,2008-10-20 03:58:29,61
phrase_241,site_34,2008-10-30 06:06:18,43
phrase_170,site_183,2008-11-03 07:55:00,47
phrase_249,site_200,2008-10-08 19:29:56,44
phrase_343,site_120,2008-12-06 09:26:54,59
phrase_441,site_2,2008-10-02 17:41:22,76
phrase_348,site_18,2008-12-18 21:08:02,84
phrase_279,site_22,2008-10-05 15:19:16,23
phrase_457,site_10,2008-12-23 10:21:58,4
phrase_231,site_77,2008-10-13 13:48:50,36
phrase_243,site_12,2008-10-06 16:45:30,99
phrase_498,site_90,2008-09-17 19:46:41,94
phrase_320,site_74,2008-10-20 20:28:25,27
phrase_228,site_51,2008-12-13 12:36:10,73
phrase_363,site_132,2008-11-05 04:22:55,45
phrase_440,site_178,2008-10-06 21:46:28,53
phrase_363,site_3,2008-12-04 05:46:34,58
phrase_105,site_71,2008-10-10 06:18:55,1
phrase_400,site_106,2008-11-15 18:13:54,65
phrase_347,site_71,2008-09-20 23:11:14,79
phrase_361,site_195,2008-12-16 00:31:00,91
phrase_455,site_33,2008-12-02 19:02:36,38
phrase_31,site_152,2008-12-19 23:24:58,28
phrase_67,site_112,2008-09-23 22:34:09,1
phrase_235,site_106,2008-11-02 00:46:07,12
phrase_330,site_31,2008-11-15 12:19:13,85
phrase_402,site_128,2008-11-29 17:44:23,72
phrase_125,site_9,2008-12-22 19:55:27,67
phrase_324,site_51,2008-09-04 18:17:49,78
phrase_291,site_24,2008-10-18 07:23:44,81
phrase_344,site_172,2008-10-28 04:53:05,10
phrase_77,site_112,2008-11-21 12:15:28,69
phrase_292,site_45,2008-11-07 07:50:19,95
phrase_369,site_152,2008-12-26 05:19:10,81
phrase_145,site_193,2008-11-12 03:07:55,60
phrase_459,site_195,2008-10-03 15:30:50,11
phrase_246,site_77,2008-09-17 03:22:31,41
phrase_97,site_97,2008-10-26 12:46:09,33
phrase_177,site_28,2008-11-02 08:45:53,27
phrase_425,site_31,2008-11-14 04:48:07,56
phrase_401,site_96,2008-09-25 04:52:49,10
phrase_439,site_70,2008-11-24 06:57:13,66
phrase_390,site_62,2008-12-14 06:23:02,47
phrase_491,site_199,2008-10-19 20:15:05,75
phrase_196,site_17,2008-12-30 02:12:56,43
phrase_16,site_184,2008-12-10 07:20:38,33
phrase_374,site_176,2008-12-20 21:58:35,81
phrase_334,site_89,2008-12-06 17:24:59,21
phrase_315,site_18,2008-12-11 13:29:00,90
phrase_60,site_197,2008-10-04 16:03:28,26
phrase_29,site_81,2008-12-19 09:02:48,54
phrase_309,site_196,2008-11-22 20:03:59,29
phrase_422,site_58,2008-09-21 05:32:46,33
phrase_219,site_23,2008-09-12 02:08:03,30
phrase_140,site_166,2008-11-30 14:32:09,49
phrase_225,site_24,2008-09-20 08:04:51,67
phrase_372,site_138,2008-11-19 00:20:44,38
phrase_312,site_76,2008-09-17 03:48:42,64
phrase_80,site_53,2008-12-28 03:52:18,14
phrase_81,site_172,2008-10-02 18:53:58,14
phrase_210,site_137,2008-10-08 10:03:06,73
phrase_243,site_180,2008-09-28 13:54:23,92
phrase_253,site_156,2008-09-05 21:54:30,53
phrase_122,site_65,2008-11-10 14:56:04,13
phrase_375,site_77,2008-12-16 20:56:51,47
phrase_416,site_90,2008-11-06 19:42:59,20
phrase_414,site_54,2008-10-21 14:50:09,95
phrase_234,site_121,2008-11-02 12:44:19,50
phrase_93,site_95,2008-10-17 12:43:35,31
phrase_225,site_130,2008-11-06 19:52:41,56
phrase_474,site_177,2008-12-06 02:19:23,81
phrase_120,site_163,2008-11-29 06:29:13,59
phrase_260,site_133,2008-11-06 03:30:39,10
phrase_318,site_84,2008-12-10 12:36:03,46
phrase_325,site_141,2008-12-29 17:36:27,59
phrase_43,site_99,2008-10-02 13:24:11,100
phrase_272,site_67,2008-09-10 21:36:42,42
phrase_60,site_125,2008-09-15 21:06:36,39
phrase_420,site_193,2008-12-04 13:46:44,73
phrase_170,site_37,2008-09-02 06:45:29,33
phrase_458,site_109,2008-12-29 14:27:13,88
phrase_207,site_62,2008-11-07 23:05:33,80
phrase_40,site_137,2008-10-30 15:33:52,41
phrase_55,site_116,2008-12-11 09:41:35,22
phrase_240,site_118,2008-09-18 06:58:38,9
phrase_346,site_193,2008-12-19 14:10:47,21
phrase_383,site_134,2008-11-11 01:34:46,93
phrase_498,site_69,2008-09-29 08:29:38,68
phrase_263,site_78,2008-12-01 20:28:10,3
phrase_166,site_166,2008-10-04 06:42:54,6
phrase_349,site_53,2008-11-10 03:41:50,49
phrase_213,site_150,2008-10-27 11:10:02,62
phrase_67,site_29,2008-10-23 11:24:39,74
phrase_38,site_157,2008-11-16 11:52:27,37
phrase_410,site_32,2008-10-16 03:06:47,33
phrase_293,site_76,2008-09-07 04:33:41,78
phrase_77,site_27,2008-12-25 19:16:27,77
phrase_494,site_4,2008-09-22 16:05:06,61
phrase_200,site_168,2008-09-25 16:32:05,83
phrase_400,site_151,2008-10-14 05:13:01,28
phrase_215,site_143,2008-12-06 20:46:34,37
phrase_19,site_167,2008-09-03 13:55:19,11
phrase_237,site_15,2008-12-06 16:46:54,76
phrase_139,site_163,2008-10-29 18:21:58,16
phrase_369,site_194,2008-12-23 18:11:51,28
phrase_388,site_156,2008-10-18 04:12:51,78
phrase_488,site_39,2008-12-14 17:54:28,40
phrase_133,site_27,2008-09-01 21:44:58,29
phrase_185,site_158,2008-10-30 11:41:53,47
phrase_193,site_28,2008-12-02 23:36:13,98
phrase_156,site_182,2008-09-24 11:39:27,76
phrase_296,site_190,2008-09-30 04:57:55,4
phrase_487,site_136,2008-11-02 12:36:19,29
phrase_104,site_198,2008-10-10 12:12:56,31
phrase_393,site_193,2008-11-21 04:00:21,92
phrase_297,site_76,2008-12-08 21:51:44,12
phrase_251,site_141,2008-09-17 00:57:05,45
phrase_425,site_61,2008-09-24 04:57:39,18
phrase_442,site_60,2008-11-17 11:40:06,98
phrase_372,site_4,2008-11-04 04:34:17,77
phrase_222,site_38,2008-11-25 05:16:46,10
phrase_468,site_13,2008-12-01 01:28:09,82
phrase_363,site_120,2008-09-28 06:46:43,61
phrase_425,site_167,2008-09-28 14:36:53,33
phrase_417,site_64,2008-09-24 08:04:53,21
phrase_202,site_177,2008-09-07 11:31:15,55
phrase_230,site_200,2008-12-23 18:48:17,17
phrase_387,site_97,2008-12-22 15:20:25,67
phrase_101,site_47,2008-10-14 16:12:23,23
phrase_41,site_86,2008-09-11 16:50:32,31
phrase_267,site_99,2008-12-09 06:38:07,70
phrase_325,site_175,2008-09-14 04:28:53,89
phrase_255,site_9,2008-09-04 05:27:17,57
phrase_194,site_104,2008-09-28 15:00:09,57
phrase_50,site_36,2008-09-16 12:58:51,46
phrase_38,site_36,2008-11-26 07:07:34,59
phrase_499,site_188,2008-12-30 17:56:27,78
phrase_6,site_120,2008-11-13 20:49:20,65
phrase_192,site_133,2008-10-10 22:56:13,98
